trial,launch_speed,start_angle_deg,start_sector_index,winner_index,winner,color,pocket_offset,free_revolutions,settle_seconds,timed_out
884,12.145408,182.669505,18,12,13,black,31,2.757714,13.762500,0
885,11.760389,336.728947,34,28,22,black,31,2.735828,16.654167,0
886,11.915915,13.840694,1,35,3,red,34,2.804315,14.220833,0
887,12.002388,348.218944,35,3,19,red,5,3.106669,15.370833,0
888,12.494382,190.651827,19,16,8,black,34,2.772780,14.916667,0
889,11.753409,202.615543,20,24,20,black,4,3.080411,15.275000,0
890,12.251447,300.259417,30,2,15,black,9,3.200820,16.154167,0
891,12.328443,213.261820,21,17,23,red,33,2.755800,15.033333,0
892,11.574918,7.822373,0,36,26,black,36,2.940234,14.612500,0
893,11.711430,248.118518,25,24,20,black,36,2.953375,14.641667,0
894,12.485398,78.252632,8,5,21,red,34,2.817022,14.437500,0
895,11.554277,59.393595,6,0,0,green,31,2.730740,14.741667,0
896,11.745783,301.672887,31,31,7,red,0,2.992656,14.825000,0
897,11.744991,125.120642,12,13,36,red,1,2.971823,14.729167,0
898,11.515615,5.615144,0,34,35,black,34,2.886428,14.150000,0
899,11.863356,54.147297,5,35,3,red,30,2.712129,15.791667,0
900,11.787841,17.129719,1,0,0,green,36,2.934643,14.575000,0
901,12.199012,209.915564,21,15,30,red,31,2.740549,14.595833,0
902,11.819845,292.325980,30,22,33,black,29,2.698563,15.683333,0
903,11.829737,4.832036,0,34,35,black,34,2.871475,14.858333,0
904,12.321253,255.309322,26,24,20,black,35,2.910580,14.625000,0
905,12.279812,76.811955,7,3,19,red,33,2.861962,13.987500,0
906,12.031843,145.050252,14,12,13,black,35,2.772661,14.825000,0
907,11.871436,93.020789,9,3,19,red,31,2.721181,14.025000,0
908,11.860894,304.319949,31,36,26,black,5,3.118761,16.137500,0
909,12.463810,43.463081,4,0,0,green,33,2.776902,14.129167,0
910,11.548009,2.372578,0,29,18,red,29,2.693533,13.800000,0
911,11.923042,80.618849,8,1,32,red,30,2.722320,14.587500,0
912,12.452796,24.645289,2,35,3,red,33,2.770777,14.958333,0
913,12.376525,63.967632,6,2,15,black,33,2.771075,15.208333,0
914,12.329336,137.839906,14,9,34,red,32,2.777702,14.191667,0
915,12.254974,275.694583,28,27,9,red,36,2.955487,14.850000,0
916,11.757718,53.222392,5,2,15,black,34,2.866853,14.541667,0
917,11.539193,174.667997,17,20,24,black,3,3.023188,15.683333,0
918,11.512039,334.319354,34,30,29,black,33,2.857244,14.250000,0
919,12.249893,290.003040,29,24,20,black,32,2.758850,16.333333,0
920,11.746232,53.731678,5,5,21,red,0,2.979115,14.895833,0
921,11.742946,137.003824,14,8,17,black,31,2.726732,14.741667,0
922,11.906340,210.984648,21,20,24,black,36,2.919740,15.425000,0
923,12.301834,296.924209,30,27,9,red,34,2.870086,14.783333,0
924,12.477036,237.701461,24,20,24,black,33,2.794270,16.245833,0
925,11.616171,273.944798,28,25,14,red,34,2.882367,14.491667,0
926,11.824016,174.626652,17,16,8,black,36,2.921646,14.916667,0
927,11.602601,159.122590,16,16,8,black,0,2.973782,15.254167,0
928,11.808372,72.051003,7,2,15,black,32,2.745171,15.362500,0
929,12.087755,358.153622,36,3,19,red,4,3.054214,15.075000,0
930,12.025276,82.734229,8,4,4,black,33,2.863568,14.266667,0
931,12.316382,354.385518,36,31,7,red,32,2.750143,14.225000,0
932,11.593468,2.192670,0,0,0,green,0,2.988668,14.800000,0
933,12.405056,244.978349,25,22,33,black,34,2.827929,16.137500,0
934,12.015433,12.020551,1,2,15,black,1,3.015508,14.483333,0
935,11.884507,274.355035,28,21,16,red,30,2.720305,15.816667,0
936,11.514700,108.539281,11,8,17,black,34,2.879845,15.216667,0
937,11.704660,173.117366,17,15,30,red,35,2.896349,14.354167,0
938,11.828716,309.648583,31,35,3,red,4,3.078877,15.412500,0
939,12.237406,92.892200,9,6,2,black,34,2.899426,14.033333,0
940,11.893534,114.209982,11,17,23,red,6,3.135075,15.629167,0
941,11.675820,43.750966,4,2,15,black,35,2.927556,14.375000,0
942,11.787093,243.109631,24,20,24,black,33,2.830932,14.437500,0
943,11.518816,202.178528,20,20,24,black,0,2.947611,14.766667,0
944,12.052299,208.435561,21,24,20,black,3,3.067672,15.045833,0
945,11.877901,290.888582,29,26,31,black,34,2.861713,14.691667,0
946,12.038315,2.903707,0,6,2,black,6,3.150749,15.454167,0
947,12.027691,50.599193,5,1,32,red,33,2.878405,14.341667,0
948,12.051563,226.558302,23,19,5,red,33,2.878563,14.412500,0
949,11.931174,223.536858,22,15,30,red,30,2.724371,14.416667,0
950,11.899721,101.418129,10,4,4,black,31,2.718310,14.191667,0
951,12.199786,87.560811,8,5,21,red,34,2.859781,14.679167,0
952,11.862907,174.037518,17,11,27,red,31,2.714800,14.775000,0
953,12.414951,115.948753,11,8,17,black,34,2.808132,14.679167,0
954,12.048782,342.699717,35,29,18,red,31,2.732017,14.000000,0
955,12.244647,202.424716,20,15,30,red,32,2.762301,15.950000,0
956,11.673186,158.589527,16,14,11,black,35,2.924699,14.633333,0
957,11.869137,164.425307,16,11,27,red,32,2.809653,14.391667,0
958,12.265735,185.812248,19,22,33,black,3,3.071192,14.745833,0
959,12.238739,225.142548,23,21,16,red,35,2.937555,14.558333,0
960,11.930704,47.065341,4,35,3,red,31,2.723872,14.229167,0
961,12.456827,311.598974,32,32,28,black,0,2.965804,15.008333,0
962,11.673995,349.948241,35,28,22,black,30,2.702181,15.758333,0
963,12.497210,162.529827,16,15,30,red,36,2.925188,14.750000,0
964,12.446529,330.959161,34,30,29,black,33,2.779817,15.295833,0
965,11.600504,353.972241,36,34,35,black,35,2.901289,14.575000,0
966,11.896712,113.279849,11,9,34,red,35,2.903413,14.608333,0
967,11.904369,35.511425,3,2,15,black,36,2.919200,16.041667,0
968,12.140416,334.702835,34,2,15,black,5,3.099923,15.225000,0
969,11.593805,43.124467,4,1,32,red,34,2.875195,14.470833,0
970,12.419351,253.374778,26,23,1,red,34,2.886357,14.745833,0
971,12.229912,133.573422,13,9,34,red,33,2.772849,14.116667,0
972,12.125738,102.397673,10,7,25,red,34,2.880466,14.554167,0
973,12.262594,196.589227,20,16,8,black,33,2.775051,15.125000,0
974,12.444991,294.797545,30,25,14,red,32,2.769810,14.595833,0
975,12.203555,240.439946,24,19,5,red,32,2.758210,15.287500,0
976,11.545427,136.149649,13,12,13,black,36,2.937457,15.341667,0
977,11.915598,148.995483,15,9,34,red,31,2.726946,14.866667,0
978,12.433277,80.990170,8,10,6,black,2,3.013930,14.795833,0
979,12.367215,153.657641,15,13,36,red,35,2.789567,15.045833,0
980,11.673791,95.686069,9,1,32,red,29,2.673608,14.275000,0
981,11.828482,169.647807,17,16,8,black,36,2.931930,14.566667,0
982,11.539514,4.115987,0,34,35,black,34,2.893698,14.170833,0
983,12.156716,195.916406,20,22,33,black,2,3.022641,14.879167,0
984,12.379636,308.408533,31,28,22,black,34,2.810133,14.466667,0
985,12.118291,270.648559,27,28,22,black,1,2.986095,14.683333,0
986,12.364324,8.929057,0,34,35,black,34,2.885955,15.025000,0
987,12.357110,337.639826,34,32,28,black,35,2.920000,14.441667,0
988,11.780961,266.462747,27,26,31,black,36,2.927515,15.437500,0
989,11.914507,31.252960,3,3,19,red,0,2.956546,15.233333,0
990,12.208868,257.342767,26,30,29,black,4,3.066060,15.045833,0
991,12.214546,215.687568,22,16,8,black,31,2.751492,14.658333,0
992,12.333995,65.443771,6,3,19,red,34,2.771314,14.662500,0
993,11.599912,106.135559,10,8,17,black,35,2.903475,14.216667,0
994,11.550995,272.803253,28,29,18,red,1,3.009188,15.241667,0
995,11.776693,195.384810,20,18,10,black,35,2.911936,14.741667,0
996,12.087094,162.032179,16,11,27,red,32,2.741302,14.200000,0
997,11.905298,136.871043,14,17,23,red,3,3.048009,15.737500,0
998,11.768182,15.716508,1,0,0,green,36,2.925234,14.612500,0
999,12.361753,228.745113,23,19,5,red,33,2.792712,16.720833,0
1000,12.470703,139.971109,14,9,34,red,32,2.781446,16.291667,0
